name,grade,board_angle,moonboard_year,setter,start_holds,middle_holds,end_holds,rules,is_benchmark
ECHTJETZT?,7A,40°,2017,ringo,"D4,","I4,G6,K9,G11,J14,J16,H17,D17,E16,","A18,",Feet follow hands,FALSE
PELATOBASTASO,7B,40°,2017,matteo sera,"B6,D6,","A11,G11,E14,J10,I13,","J18,",Feet follow hands,FALSE
WARMUP TIME,6A+,40°,2017,mae,"H5,K4,","I7,F9,F12,C13,C16,","B18,",Feet follow hands,FALSE
GOOD MORNING!!,6B,40°,2017,mae,"E4,F4,","F8,C10,F13,F14,E16,","D18,",Feet follow hands,FALSE
ACTUALLY IT’S THIS,6B+,40°,2017,The Count,"H5,D4,","H10,G13,C16,","E18,",Feet follow hands,FALSE
JOSE1,6A+,40°,2017,alicante,"F5,","F8,H10,D10,G13,D15,","F18,",Screw ons only,FALSE
NUEVO,6A+,40°,2017,alicante,"F5,","F8,I8,H10,D10,G13,D15,","F18,",Feet follow hands,FALSE
CARROT TOP ELIMINATE,7A+,40°,2017,Ricky Marine,"K5,","K9,F10,F11,D15,","C18,",Feet follow hands,FALSE
THROWING PLANETS,6B+,40°,2017,Ennie,"E4,F5,","D9,G13,D16,","F18,",Feet follow hands,FALSE
FOR BO AND ALEX,7A+,40°,2017,PRG,"F6,J6,","H1,E4,I10,I15,E16,D8,F9,J2,H12,","F18,H18,",Feet follow hands,FALSE
RETRIBUTION,7A,40°,2017,thou,"H4,","F6,G10,D12,F14,D17,","H18,",Feet follow hands,FALSE
MALFEASANCE,7A,40°,2017,,"J6,K6,","H14,G16,F11,H9,","J18,",Feet follow hands,FALSE
IMMUTABLE FORCE OF NATURE,7A+,40°,2017,thou,"F5,","C14,F11,B8,","F18,",Feet follow hands,FALSE
EYEHATETHOU,7A+,40°,2017,thou,"C4,","E14,C17,C7,A11,","F18,",Feet follow hands,FALSE
BUMPER HUMP,6C+,40°,2017,Ennie,"K4,J4,","E11,C13,D16,C8,I8,H9,J6,K5,H4,E2,F10,","C18,",Feet follow hands,FALSE
WINGWALKER,7A+,40°,2017,thou,"D5,","C15,D17,D9,G8,F13,","A18,",Feet follow hands,FALSE
TO THE CHAOS WIZARD YOUTH,7A+,40°,2017,thou,"J4,G4,","H9,K13,H15,","H18,",Feet follow hands,FALSE
OUR ENEMY CIVILIZATION,7B,40°,2017,thou,"K5,J4,","J8,J10,F10,F13,C8,C13,A15,","A18,",Feet follow hands,FALSE
TO CARRY A STONE,7A+,40°,2017,thou,"B3,F3,","E8,B10,E14,C15,","F18,",Feet follow hands,FALSE
THROW TO THE MOON,6C+,40°,2017,Dallin Windsor,"D4,E3,","H10,C16,D12,J4,","A18,",Feet follow hands,FALSE
ROBOTIX SQUAD!!🤖🤯,6C+,40°,2017,Bend Rock Gym,"E4,I3,","I7,H10,J13,G16,J8,","F18,",Feet follow hands,FALSE
STZMI,6B+,40°,2017,Don\u0027t buy Velcro it\u0027,"F6,H5,","F8,G13,G10,D11,C16,","G18,",Feet follow hands,FALSE
BETAFISH 10/30/18,6C+,40°,2017,Bryant Noble,"H6,G4,","F7,F10,D11,F13,F14,I14,","H18,",Feet follow hands,FALSE
MICRO MACHINES,6C,40°,2017,Isaac Palatt,"F5,","H8,G3,B6,F13,D9,F11,I14,G16,","F18,",Feet follow hands,FALSE
NO SHOES REQUIRED,6B+,40°,2017,Bryant Noble,"C4,","B8,C10,G13,C16,","H18,",Feet follow hands,FALSE
AK 20,7A,40°,2017,Andriy Kolos,"J2,E4,","F7,G8,K9,J14,F16,K6,K13,H11,H17,J4,","D18,",Feet follow hands,FALSE
UNDERGROUND FAILROAD,6C+,40°,2017,Matthew Crafton,"B4,F3,","F7,G6,K9,H11,H14,","F18,",Feet follow hands,FALSE
DAMN DADDY!,7B+,40°,2017,Matthew Crafton,"E6,I5,","D9,A3,C13,H11,","H18,",Feet follow hands,FALSE
DOUBLE D DAN,6C+,40°,2017,Matthew Crafton,"F4,J4,","I8,E11,E14,H9,","D18,",Feet follow hands,FALSE
GIBONY,6B+,40°,2017,jajanek,"E4,I4,","I7,D10,E11,A8,C14,E16,","J18,F18,",Feet follow hands,FALSE
JOL CROISSANTS,5+,25°,2017,wellinghall,"H5,E3,","J13,E13,F8,I7,D9,H10,G13,C16,","F18,",Feet follow hands,FALSE
FIRST TIMER,5+,25°,2017,wellinghall,"H5,E3,","D4,F8,I1,I7,H10,E13,D10,C14,C16,","F18,",Feet follow hands,FALSE
BLUE RASPBERRY SHAKE,5+,25°,2017,Will,"E3,D2,","D4,F6,E7,F8,D10,E13,C14,C16,A17,","B18,",Feet follow hands + screw ons,FALSE
YO,5+,25°,2017,EmmaS,"A6,E6,","B8,E11,B11,E13,A17,D8,D9,B13,C16,","B18,",Feet follow hands,FALSE
CLIMBYO,5+,25°,2017,EmmaS,"H5,E6,","F8,D10,C13,C16,A17,","B18,",Feet follow hands + screw ons,FALSE
EMMACLIMB,6A,25°,2017,EmmaS,"H5,E6,","D9,F12,E16,","F18,",Feet follow hands + screw ons,FALSE
MEGA MEATLOAF 2.0,5+,25°,2017,Max,"D5,F5,","H5,I8,J11,G14,K15,H10,J4,I16,K17,","H18,",Feet follow hands + screw ons,FALSE
MEGA MEATLOAF,5+,25°,2017,Max,"F5,D5,","J17,G14,K15,J11,I8,H5,","H18,",Feet follow hands,FALSE
CAN I DYNO IT?,5+,25°,2017,Max,"K1,","E13,G9,C14,C16,","F18,B18,",Feet follow hands,FALSE
COMP CLIMB 1,5+,25°,2017,Christy,"F5,D4,","I7,H9,H10,F12,C13,C14,C16,","D18,",Feet follow hands,FALSE
EZMIEZ,6A,25°,2017,nandi,"A4,D5,","D8,B10,F13,G16,","E18,",Feet follow hands + screw ons,FALSE
STUDENT,5+,25°,2017,Vanii,"E3,H5,","F8,H10,E13,F12,C16,I8,","B18,",Feet follow hands,FALSE
THE WHIP,5+,25°,2017,slipperymittens,"H5,D4,","D9,G10,B13,F15,","B18,",Feet follow hands,FALSE
PROBABLY QUITE HARD,5+,25°,2017,elder,"H3,","B7,F11,H14,G16,","C18,",Feet follow hands + screw ons,FALSE
BUBBA UP,5+,25°,2017,Snorman,"I3,K6,","E8,H12,F11,J14,","I18,",Feet follow hands,FALSE
TRY,5+,25°,2017,rcc,"G5,E5,","H7,D7,G9,E9,G12,E12,G15,E15,","I18,C18,",Feet follow hands,FALSE
DAD BOD,5+,25°,2017,Chloe Krueger,"F5,H5,","F8,H10,F12,E13,I7,C14,C16,","B18,",Feet follow hands,FALSE
BUMMA,5+,25°,2017,Zackskis7,"F4,A4,","F8,D12,A8,G14,C16,","A18,B18,",Feet follow hands + screw ons,FALSE
SICK SEND JHHS,5+,25°,2017,Zackskis7,"D4,F5,","F8,D10,E13,C16,","F18,",Feet follow hands,FALSE
NIGHTMARE,6A,25°,2017,climbnewcastle,"F5,","D9,E11,C13,C14,C16,F9,G8,F8,G10,D12,","B18,E18,",Feet follow hands + screw ons,FALSE
KLIVRE,5+,25°,2017,PaniX,"E4,I4,","I8,D9,C3,F12,E13,C16,B6,","B18,",Feet follow hands + screw ons,FALSE
EASY BABE,5+,25°,2017,Bouboule,"A5,F5,","D10,E13,C16,","F18,",Feet follow hands,FALSE
ONE MORE 6A,6A,25°,2017,eirilu,"B4,F4,","F10,F12,B7,H14,D17,","D18,",Feet follow hands,FALSE
CHIP\u0027S CHALLENGE,5+,25°,2017,Calvin,"H5,F5,","E7,H9,H10,D10,F12,G13,E13,E3,G3,E16,","F18,",Feet follow hands,FALSE
WACKY TWISTER,5+,25°,2017,kclimber,"H5,D5,","F8,D10,E11,D12,E13,C14,A14,A16,A17,","B18,",Feet follow hands,FALSE
A WORLD OF PAIN,5+,25°,2017,Jack McEwan,"A2,B4,","H4,J8,K12,F11,F15,","G18,K18,",Feet follow hands,FALSE
SHIRLEY’S CLIMB,5+,25°,2017,Shirley w,"F5,H5,","F8,H10,I8,J11,G13,K15,J16,K3,G3,E11,","J18,H18,",Feet follow hands,FALSE
BLACK TRIANGLE,6A,25°,2017,Ryan Johnson,"C4,","A8,G10,D13,E14,A16,","B18,",Feet follow hands + screw ons,FALSE
ZJOCGMO1,5+,25°,2017,maocgmo,"E6,F5,","F8,D10,E13,C16,E16,","D18,C18,",Feet follow hands,FALSE
EASY,5+,25°,2017,maocgmo,"F5,D4,","D10,F8,F12,C16,E16,C14,","D18,C18,",Feet follow hands + screw ons,FALSE
VIRGINITY,6A,25°,2017,Andy,"A5,E3,","E9,H10,G14,H16,","F18,",Feet follow hands + screw ons,FALSE
LEFT SIDE,6A,25°,2017,Ryan Johnson,"A2,D5,","C7,B9,A12,D15,","D18,",Feet follow hands + screw ons,FALSE
MS APPROPRIATE,6A,25°,2017,Ryan Johnson,"J4,G3,","G6,G7,E8,G12,E14,G15,","D18,",Feet follow hands,FALSE
BLACK NUMBER 1,6A,25°,2017,Ryan Johnson,"G4,D5,","F7,B9,G10,D12,E14,C17,","F18,",Feet follow hands,FALSE
CRISPY PIE,5+,25°,2017,Teagan,"F5,H5,","E7,F9,H10,F12,E13,C16,","B18,",Feet follow hands,FALSE
BREAKFAST BURRITO,5+,25°,2017,Vizual Pupil,"B4,G3,","B8,E8,E11,C13,D17,G17,I12,","H18,",Feet follow hands,FALSE
ARNAUD,5+,25°,2017,Bouboule,"F5,E6,","H10,F12,G13,D15,D1,","F18,",Feet follow hands,FALSE
WARMUP12,5+,25°,2017,eirilu,"E3,F5,","I8,D9,E13,C16,","H18,",Feet follow hands,FALSE
HEY,5+,25°,2017,Shirley w,"F5,H5,","I8,G13,C16,G10,F8,D10,D15,","F18,B18,",Feet follow hands,FALSE
RED THEN BLACK,5+,25°,2017,Notquitesendingit,"E4,H5,","F8,G10,E13,D15,C16,","F18,",Feet follow hands,FALSE
THATS THE TEA,5+,25°,2017,Teagan,"H5,F5,","D9,E11,C13,G14,I16,F9,C4,","H18,",Feet follow hands,FALSE
CLALEXIA,5+,25°,2017,Bella ciao,"F5,H5,","G2,F8,H10,E13,E16,C16,","D18,B18,",Feet follow hands,FALSE
BELLA CIAO,5+,25°,2017,Bella ciao,"H5,F5,","F8,G2,F3,H10,E13,E16,C16,","D18,B18,",Feet follow hands,FALSE
HOI2,5+,25°,2017,Pedda,"H5,F5,","E7,F9,D10,E11,C13,G14,E16,","H18,",Feet follow hands,FALSE
RAINY DAZE,5+,25°,2017,Ryan Johnson,"D5,H5,","I8,D10,G13,D17,","F18,",Feet follow hands,FALSE
KEL2,5+,25°,2017,Steven,"F5,","C6,C10,E13,I14,","F18,",Feet follow hands,FALSE
AVERY,6A,25°,2017,Teagan,"H5,G6,","I8,H10,F13,C14,C16,","E18,",Feet follow hands,FALSE
VB,5+,25°,2017,jer,"E3,A4,","A6,F8,D10,E13,A14,C16,J2,","B18,",Feet follow hands,FALSE
HOLDING UP A MOUNTAIN,5+,25°,2017,Ryder123,"D5,H5,","D10,I8,G13,A14,D17,","K18,",Feet follow hands,FALSE
SFO RAMP,5+,25°,2017,eivindmarkussen,"K4,H5,","I1,I7,I8,J9,J11,G11,I13,G14,I16,","H18,",Feet follow hands + screw ons,FALSE
MISTER SWAFTEE 25,6A,25°,2017,Chloe Krueger,"I4,D2,","E8,A11,B14,A16,","D18,",Feet follow hands,FALSE
FIRST CLIMB,5+,25°,2017,Xander,"H3,E4,","G8,D12,C8,G13,","C18,",Feet follow hands,FALSE
FACIL ROJO,5+,25°,2017,Michael O\u0027Donnell,"H5,K2,","J9,J11,I7,E13,F15,E16,","H18,",Feet follow hands,FALSE
WARMS IT UP,5+,25°,2017,Ryan Johnson,"K1,H5,","I7,F8,F9,D10,G13,E13,J16,","H18,",Feet follow hands,FALSE
LETTERN,5+,25°,2017,Karo,"E3,H5,","E7,D10,G11,E13,C14,F15,H8,I13,","H18,E18,",Feet follow hands,FALSE
AD,5+,25°,2017,Ryder123,"A4,F5,","D9,H10,E13,C16,","A18,",Feet follow hands,FALSE
JAKES,5+,25°,2017,Ryder123,"D5,H5,","D10,G13,C16,","F18,",Feet follow hands + screw ons,FALSE
BIG DIPPER,5+,25°,2017,ClimbEpic,"A5,F3,","C7,D12,K5,E16,G10,H14,","F18,",Feet follow hands + screw ons,FALSE
PLEASE GIVE ME THE RECEPT,6A,25°,2017,Kaiakken,"J4,I1,","G6,F8,E11,H12,E16,","E18,",Feet follow hands,FALSE
FUGGIT,6A,25°,2017,Ryan Johnson,"F5,H5,","I7,D9,H10,E13,B14,E16,","D18,",Feet follow hands,FALSE
LIAMS SET,5+,25°,2017,levi jackson,"F3,H5,","G6,I9,G11,J11,J13,H13,J16,","J18,",Feet follow hands,FALSE
NUMEROUS UNO 25,5+,25°,2017,levi jackson,"F4,","G8,H11,J13,G13,","H18,",Feet follow hands,FALSE
JUMPMAN 2,5+,25°,2017,Ryder123,"D4,F5,","C10,F9,F12,A14,C16,","B18,",Feet follow hands,FALSE
HOI I,5+,25°,2017,Pedda,"H5,F5,","E7,F8,F9,H10,G12,G14,E17,J17,","H18,",Feet follow hands + screw ons,FALSE
HOI,5+,25°,2017,Pedda,"H5,F5,","E7,F8,F9,H10,G12,G14,E15,J16,","H18,",Feet follow hands,FALSE
EASIER,6A,25°,2017,bob,"G5,I6,","F9,I10,J11,H13,I14,J15,","J18,",Feet follow hands,FALSE
MAKE IT EASIER,6A,25°,2017,bob,"G5,I6,","F9,I10,J11,H13,J15,I14,","J18,",Feet follow hands + screw ons,FALSE
C3P0 VAR 25°,6A,25°,2017,Ben Moon,"F5,E6,","E8,D11,F13,C15,","F18,",Feet follow hands,FALSE
808 25°,6A,25°,2017,Ben Moon,"F5,","D9,G10,F13,I14,G16,","H18,",Feet follow hands,FALSE
SPEED 25°,6A,25°,2017,Ben Moon,"A5,D5,","G8,G10,F12,D15,","F18,",Feet follow hands,FALSE
KEEP ON,5+,25°,2017,Trym04,"J2,G2,","I8,H9,J11,F4,K4,I13,J14,I16,J17,","H18,J18,",Feet follow hands,FALSE
RANDOM LIGHTS,6A,25°,2017,Trym04,"E1,H1,","D4,F4,F6,D8,F9,E12,G14,D14,F17,","E18,",Feet follow hands,FALSE
EASYGO,5+,25°,2017,Trym04,"G2,D2,","F8,D8,D10,E11,E13,C13,C14,C16,E16,","E18,",Feet follow hands,FALSE
LETT,5+,25°,2017,kenneth,"H1,F5,","I8,H10,C13,G14,D17,A7,","A18,",Feet follow hands,FALSE
MA GRANDE AMI,5+,25°,2017,eivindmarkussen,"F5,","E8,D9,C10,G14,G17,","H18,",Feet follow hands,FALSE
LE BLEAU,5+,25°,2017,twan_climbing,"H5,F5,","D1,I7,D9,G13,E13,","F18,",Feet follow hands + screw ons,FALSE
FLY... JUST FLY. 2.0,5+,25°,2017,twan_climbing,"F5,H5,","I8,J2,E13,E16,E3,D9,","D18,",Feet follow hands,FALSE
FLY... JUST FLY.,5+,25°,2017,twan_climbing,"H5,F5,","J2,I8,D9,E13,E16,","D18,",Feet follow hands,FALSE
LAZY,5+,25°,2017,martha,"F5,","D9,D1,E11,C13,F15,C16,C4,","E18,",Feet follow hands,FALSE
M1,5+,25°,2017,ClimbEpic,"D4,G4,","G10,G11,G13,C16,","F18,",Feet follow hands,FALSE
GRIFF1 GONE WILD,6A,25°,2017,Jason Moody,"E4,H5,","F6,H8,H10,J11,J16,","J18,",Feet follow hands,FALSE
BLOBBY,5+,25°,2017,slyfb,"H5,D4,","F9,H10,E13,E16,","B18,",Feet follow hands + screw ons,FALSE
PROJECT,5+,25°,2017,Nate,"F5,A5,","B8,H11,I15,","I18,",Feet follow hands + screw ons,FALSE
GRIFF2,5+,25°,2017,Dog,"H5,F6,","F8,F9,D10,E13,C14,C16,A17,","B18,",Feet follow hands,FALSE
GRIFF1,5+,25°,2017,Dog,"E4,H5,","F6,H8,H10,J11,H12,I13,I15,J16,I16,","J18,",Footless + kickboard,FALSE
UNDER THE SEA,5+,25°,2017,Christy,"F5,A4,","C10,C13,B8,E16,","E18,H18,",Footless + kickboard,FALSE
GUEKELE GOK,6A,25°,2017,mrrud,"F4,G3,","G8,C10,F13,F15,E14,","D18,",Feet follow hands + screw ons,FALSE
UP UP,6A,25°,2017,mrrud,"E6,B4,","C10,E11,B14,D17,F13,","D18,",Feet follow hands,FALSE
TEST_3,5+,25°,2017,Pete,"G3,","D5,F7,D9,A6,D12,B14,D15,H12,","F18,",Feet follow hands,FALSE
TEST,5+,25°,2017,Pete,"D5,B4,","B8,F12,D9,D12,D15,C1,F9,","F18,",Feet follow hands,FALSE
32.2 MILES 25°,6A,25°,2017,Ben Moon,"G4,J6,","F7,G8,B10,G13,","F18,",Feet follow hands,FALSE
SHIN RAMEN 25°,6A,25°,2017,Ben Moon,"G3,H5,","E8,G10,G13,K13,","J18,",Feet follow hands,FALSE
RED ONE 25°,5+,25°,2017,Ben Moon,"E3,H5,","F8,J11,E13,J16,","J18,",Feet follow hands,FALSE
HENNE WALK 25°,5+,25°,2017,Ben Moon,"D4,H5,","F8,I10,E13,E16,","B18,",Feet follow hands,FALSE
BLACK TIP 25°,5+,25°,2017,Ben Moon,"G4,D5,","G8,G10,F12,G13,D15,","F18,",Feet follow hands,FALSE
THE BIG CROSS 25°,5+,25°,2017,Ben Moon,"H1,F5,","I8,H10,G14,C13,D17,","A18,",Feet follow hands,FALSE
MOUNTAIN GOAT 25°,5+,25°,2017,Ben Moon,"A5,F5,","F10,C10,F12,G14,K15,","H18,",Feet follow hands,FALSE
MALIBU STACEY 25°,5+,25°,2017,Ben Moon,"F5,","I8,H10,G13,C13,D15,A16,","A18,",Feet follow hands,FALSE
THIS PROBLEM AGAIN 25°,5+,25°,2017,Ben Moon,"F5,","I8,E8,H10,K13,I16,K17,","H18,",Feet follow hands,FALSE
SQUIRTLE 25°,5+,25°,2017,Ben Moon,"J4,G6,","H8,D10,G13,G14,J16,","J18,",Feet follow hands,FALSE
BD6 25°,5+,25°,2017,Ben Moon,"A5,F5,","E7,I8,H10,G13,J13,J16,","J18,H18,",Feet follow hands,FALSE
ROTTEN MANGO,5+,25°,2017,Teagan,"E6,G6,","I8,G11,G2,E13,B14,I3,J4,D9,A9,A11,C16,","E18,",Feet follow hands,FALSE
BEGINNER\u0027S LUCK,5+,25°,2017,Hoi,"F5,","I8,D9,H10,E13,D15,C16,","F18,",Feet follow hands,FALSE
IVA,5+,25°,2017,Rex Chu,"F5,","I7,F8,F9,B3,C10,F12,G13,D15,","F18,",Feet follow hands,FALSE
I AND C (V1),5+,25°,2017,Rex Chu,"F5,","I7,F8,D2,F9,C10,F12,G13,D15,","F18,",Feet follow hands,FALSE
FAR FROM THE MADDING CROW,5+,25°,2017,Peter Massmann,"C5,E6,","C13,D15,F11,E8,","D18,",Feet follow hands,FALSE
SNOWFLAKE,5+,25°,2017,ClimbEpic,"G6,J4,","J7,H10,I12,K13,I16,K17,K1,F2,","H18,",Feet follow hands,FALSE
ON THE SPOT,5+,25°,2017,RW Boulder,"F5,E6,","I8,H10,D10,E13,G14,I16,I3,","H18,",Feet follow hands,FALSE
TEO05,5+,25°,2017,Teo Um,"A5,F5,","I7,J9,K2,J11,K4,F13,J13,G15,J16,","H18,",Feet follow hands + screw ons,FALSE
TEO04,5+,25°,2017,Teo Um,"H5,D5,","F8,H10,E13,A14,C16,","D18,",Feet follow hands,FALSE
P1,6A,25°,2017,showcaser,"J4,F4,","E6,G9,B10,E12,D13,H14,G16,","J18,",Feet follow hands,FALSE
ANDRÉ,5+,25°,2017,Soon,"B1,B2,","A3,B4,B8,C10,C13,A15,A16,B14,D9,E8,E6,","A18,",Feet follow hands,FALSE
JOHNNY ON THE SPOT,5+,25°,2017,Spurrelli,"H5,F5,","I8,H10,E13,J11,C16,B11,J2,K5,E10,","A18,B18,",Feet follow hands,FALSE
JUNGLECAT,6A,25°,2017,Diego,"H3,E4,","G8,G10,J13,I16,K8,","H18,",Feet follow hands + screw ons,FALSE
JUNGLE CAT,6A,25°,2017,Diego,"H3,E4,","G8,G10,J7,J13,I16,","F18,",Feet follow hands + screw ons,FALSE
TEO05003,5+,25°,2017,Teo Um,"F5,","F8,D2,H10,D10,C16,","H18,",Feet follow hands + screw ons,FALSE
TEO05002,5+,25°,2017,Teo Um,"A6,","F6,D5,J6,H10,J2,G13,C16,K8,","E18,F18,",Feet follow hands,FALSE
TEO05001,5+,25°,2017,Teo Um,"A5,C4,","A7,D8,A2,D9,H10,K6,J13,J9,G16,","H18,",Feet follow hands,FALSE
TEG,5+,25°,2017,Gabi,"F6,H5,","F8,D10,E13,C16,","B18,",Feet follow hands,FALSE
VIKINGOS,6A,25°,2017,Diego,"G3,K3,","H4,G8,C10,G14,","A18,",Feet follow hands,FALSE
4A,5+,25°,2017,Thestuken,"D4,H5,","F8,H10,E13,","H18,",Feet follow hands,FALSE
EASY PEASY,5+,25°,2017,Christy,"D4,H5,","F8,F9,D10,E13,C16,E16,D2,D8,","E18,",Feet follow hands,FALSE
WARMING UP,5+,25°,2017,Christy,"F6,H5,","I7,F8,J10,J11,G11,E13,C14,C16,G2,B11,","E18,",Feet follow hands,FALSE
GAS1,5+,25°,2017,Geno,"E4,G4,","G8,F7,F10,F12,D15,","F18,",Feet follow hands,FALSE
CAMPBELL2,5+,25°,2017,elder,"D4,K4,","F8,G8,D10,G13,C16,C14,H10,G3,","F18,",Feet follow hands,FALSE
CAMPBELL1,5+,25°,2017,elder,"A5,F5,","H10,F8,E13,F15,C16,C7,D10,","F18,",Feet follow hands,FALSE
IDK,5+,25°,2017,nadiad,"K6,H5,","I7,F8,G11,J9,I10,H12,J14,I15,J16,H2,K12,","J18,",Feet follow hands,FALSE
JUG HAUL (CORRECT),5+,25°,2017,Christy,"F6,H5,","G1,I7,F8,D10,E13,C14,C16,A9,E3,C4,","B18,",Feet follow hands,FALSE
JUG HAUL,5+,25°,2017,Christy,"F6,G1,","I7,F8,D10,E13,C14,C16,E3,C4,A9,","B18,",Feet follow hands,FALSE
ONE DIRECTION,5+,25°,2017,KID,"F6,","F8,F9,F10,F11,F13,F14,F15,F16,F17,","E18,",Feet follow hands,FALSE
TEAM B WARM-UP,5+,25°,2017,Christy,"E3,H5,","I1,K4,F6,G11,E13,C16,C14,J9,J11,I7,H12,","B18,",Feet follow hands,FALSE
YES 2,5+,25°,2017,elder,"B5,C2,","H9,K12,J10,F13,","F18,",Feet follow hands,FALSE
YES 1,5+,25°,2017,elder,"B5,C2,","K14,F11,H9,","I18,",Feet follow hands,FALSE
OK,5+,25°,2017,elder,"B2,G2,","I6,D14,H12,H7,I11,","E18,",Feet follow hands,FALSE
AUSTIN1,6A,25°,2017,Dr. Ozzie,"H1,G3,","J7,G7,H10,C10,G14,C14,D8,K13,","H18,",Feet follow hands,FALSE
X2,5+,25°,2017,Aymeric Creze,"E4,B3,","C7,H10,D15,","H18,",Screw ons only,FALSE
X1,5+,25°,2017,Aymeric Creze,"F2,C4,","H10,G13,C7,H6,C16,","F18,",Feet follow hands,FALSE
K2,5+,25°,2017,Craig Lindsay,"H5,E3,","E7,F9,E10,I10,F12,J14,I16,","J18,",Feet follow hands,FALSE
POGO,6A,25°,2017,kasperg,"H5,G2,","D10,J11,E13,J16,","J18,",Feet follow hands,FALSE
GAS 1,5+,25°,2017,Geno,"E4,G4,","G8,F7,F10,F12,D15,G3,","F18,",Feet follow hands,FALSE
SWEATY WOOD,6A,25°,2017,Geo,"I3,I6,","E9,I11,F14,J17,","G18,",Feet follow hands,FALSE
TRICOLORA FRENCH FEDORA,6A,25°,2017,David N,"J4,G3,","G6,H8,F13,C5,D10,E16,","H18,",Feet follow hands,FALSE
TEO 2,5+,25°,2017,Clara,"H5,G2,","H10,H6,I11,F8,I8,J11,K8,K9,J16,K13,","H18,J18,",Feet follow hands,FALSE
TEO LECOMTE,6A,25°,2017,Clara,"F5,","C7,D9,E6,I6,H10,F7,I7,C16,E13,H4,","A18,B18,",Footless + kickboard,FALSE
EASY UP,5+,25°,2017,Revs2k,"F5,I5,","I8,H10,K13,G14,K15,","H18,",Feet follow hands + screw ons,FALSE
EL BLANCO,5+,25°,2017,TrevorD,"F5,","E8,I8,H10,K13,G14,K15,I16,","H18,",Feet follow hands,FALSE
KINDA EZ BUT REACHY,5+,25°,2017,David N,"I4,D5,","B10,D12,G13,C15,F16,G10,","D18,G18,",Feet follow hands,FALSE
V5,5+,25°,2017,Revs2k,"E6,B4,","D9,C10,A11,C13,A16,","A18,",Feet follow hands,FALSE
L’IAGO,5+,25°,2017,Geo,"D4,H5,","D8,G11,H12,D14,F15,J9,","B18,",Feet follow hands,FALSE
THE SANTI KNEE,5+,25°,2017,Santi,"E3,A4,","F9,F8,E13,","E18,",Feet follow hands + screw ons,FALSE
FIRST LIGHT,6A,25°,2017,kasperg,"I3,E6,","J11,E11,H17,","E18,",Feet follow hands + screw ons,FALSE
JIMMY,5+,25°,2017,Bouboule,"F5,","F9,F10,G13,E16,","F18,",Feet follow hands,FALSE
V4,5+,25°,2017,Revs2k,"F5,I5,","I8,K13,H10,G14,K15,K17,","H18,",Feet follow hands,FALSE
DYNAMIC FINISH,5+,25°,2017,elder,"G2,A3,","B9,D11,H14,J16,","J18,",Feet follow hands,FALSE
STATIC FINISH,5+,25°,2017,elder,"G2,A3,","D11,B9,H13,I16,","J18,",Feet follow hands,FALSE
RENATOSWAY,5+,25°,2017,yomiguel,"C4,H4,","E7,A9,F11,C12,G15,","B18,",Feet follow hands,FALSE
DAVEEEE,6A,25°,2017,nooice,"E4,H5,","E9,I10,H10,H14,F15,G17,","H18,",Feet follow hands,FALSE
CASE OF THE MONDAYS,5+,25°,2017,skaplskapl,"E4,J3,","E2,G6,J6,H9,H11,K13,H15,K17,","F18,",Feet follow hands,FALSE
MIDGET DYNO,5+,25°,2017,Agata,"H5,","H10,E7,E13,F16,","F18,",Feet follow hands,FALSE
EASY ONE,5+,25°,2017,Agata,"D4,H3,","I7,K3,H8,G11,J13,G16,","I18,",Feet follow hands,FALSE
WING SPAN RIGHT,5+,25°,2017,Climbing PT,"E5,I6,","E9,K10,E12,J15,D16,","I18,",Feet follow hands,FALSE
WARM UP B7,6A,25°,2017,Ben Moon,"A5,","E8,I8,H11,J13,G14,I16,E7,","H18,F18,",Feet follow hands,FALSE
GETTING WARM,5+,25°,2017,sunnyvale moonboard40,"E3,H5,","F6,J9,J11,C16,I1,K4,E13,G11,","B18,",Feet follow hands,FALSE
YOU CAN DO IT,5+,25°,2017,Da Vinci,"F5,H5,","I8,K1,H10,F12,E2,C13,D15,A16,","D18,B18,",Feet follow hands,FALSE
STRAIGHT UP TO HEAVEN,5+,25°,2017,Da Vinci,"F5,","I7,F9,I10,F12,J13,J16,","H18,",Feet follow hands,FALSE
LINES LYS,5+,25°,2017,mrrud,"G4,J4,","J6,I8,H10,F12,C13,E6,D15,A17,B9,E1,","A18,B18,",Feet follow hands,FALSE
TIMS PROJEKT,5+,25°,2017,mrrud,"H5,E3,","G10,D10,F12,G13,F15,F17,F8,I7,","H18,J18,",Feet follow hands,FALSE
NIC’S PERFECT WARM UP,5+,25°,2017,Nic Sellers,"D4,H5,","F8,F9,D10,E13,C16,","H18,",Feet follow hands,FALSE
K1,5+,25°,2017,Craig Lindsay,"G4,F5,","F7,C7,C10,F12,G14,E16,E8,","F18,",Feet follow hands,FALSE
STRETCH ARMSTRONG,6A,25°,2017,GRW,"H5,C5,","G11,J11,J16,","J18,",Feet follow hands,FALSE
CRIMP MY TESTÉ,6A,25°,2017,elder,"E3,I4,","H12,H7,I14,F16,J8,","G18,",Feet follow hands,FALSE
NO MATCHING,5+,25°,2017,elder,"I4,H4,","G8,H11,K13,I15,","J18,",Feet follow hands,FALSE
HHHH,5+,25°,2017,elder,"I4,H4,","C7,F12,","F18,",Feet follow hands,FALSE
