name,grade,board_angle,moonboard_year,setter,start_holds,middle_holds,end_holds,rules,is_benchmark
REAL MOOSE 7,7A,40°,2017,moose1,"H5,F6,","I10,G11,K13,G16,","J18,",Feet follow hands,FALSE
MOOSE7,7A,40°,2017,moose1,"F6,H5,","K13,G11,G16,I10,","F18,",Feet follow hands,FALSE
ONE WEEK TO NYC,7A,25°,2017,Jody Evans,"B2,C3,","C8,D11,H11,H14,I16,","K18,",Feet follow hands,FALSE
FLIP IT,7A,40°,2017,Nomnomnom2,"I2,D5,","G8,F12,J13,H17,","E18,",Feet follow hands,FALSE
MINT JUUL,7A,40°,2017,Michael Jiang,"C4,","D9,G7,D12,G14,H15,","J18,",Feet follow hands,FALSE
STAMIC,7A,40°,2017,Sam Strotz,"F5,","A8,F11,F13,J16,","H18,",Feet follow hands,FALSE
BY THE PITU MALIBUPOWER,7A,40°,2017,Duru,"A5,F3,","G8,B10,F12,J13,J6,","F18,",Feet follow hands,FALSE
DIRT BURGLAR,7A,25°,2017,House,"C4,","F10,F13,J14,B7,","H18,",Feet follow hands + screw ons,FALSE
NO SEND MONDAY,7A,40°,2017,Rickk_t,"A6,E2,","E10,C13,H16,","G18,",Feet follow hands,FALSE
80\u0027S HIP HOP,7A,40°,2017,darcejaeger,"F5,","B9,D11,B13,A14,","F18,",Feet follow hands,FALSE
DAT CROSS DOE,7A,40°,2017,darcejaeger,"H5,","G10,E14,G8,C16,","B18,",Feet follow hands,FALSE
BULDERLAND 1,7A,40°,2017,edulana,"C4,","D5,J5,D8,D12,H9,F17,J14,H7,","J18,",Feet follow hands,FALSE
MUD CORRECTED,7A,40°,2017,Sam,"J4,H5,","C11,F8,B13,A15,","D18,",Feet follow hands + screw ons,FALSE
ANOMY IN YOUR HEAD,7A,40°,2017,ssell,"F5,","H17,D17,G14,H10,","B18,",Feet follow hands,FALSE
FRONTEND LOAFER,7A,40°,2017,Josh Grose,"J4,G3,","F7,G9,E12,H15,G16,H6,C3,","K18,",Feet follow hands,FALSE
SHORT OR TALL PART 2,7A,40°,2017,Switzer,"F1,D6,","G8,I11,G14,J4,H13,K16,","H18,",Feet follow hands,FALSE
XTO,7A,40°,2017,MomentumClimbingLehi,"A1,B3,","A5,G9,D8,F13,D16,","D18,",Feet follow hands + screw ons,FALSE
HOT,7A,40°,2017,gilio,"K1,","G6,H10,C13,D17,","A18,",Feet follow hands + screw ons,FALSE
STONE COLD,7A,25°,2017,David Kunz,"H3,","D6,G7,D11,F15,","A18,",Feet follow hands,FALSE
EMERALD SWORD 25,7A,25°,2017,e.piff,"B6,","D11,E10,J14,I15,","K18,",Feet follow hands,FALSE
DDABONG(FEAT.YJH),7A,40°,2017,an dea woon,"A5,","D3,F3,I6,H9,F12,E14,A15,","A18,",Feet follow hands,FALSE
MAYBENOT,7A,40°,2017,gilio,"J1,G4,","G6,H10,F13,E14,","H18,",Feet follow hands,FALSE
RENREN,7A,40°,2017,kanti,"E3,H5,","G8,D11,E14,C16,","D18,",Feet follow hands,FALSE
10 MOVE AEPOW CIRCUIT L1,7A,40°,2017,Freddie,"F5,D5,","B8,C10,C13,F14,D17,G17,G16,J16,G14,K13,","K18,",Feet follow hands,FALSE
BLUISH DAY,7A,40°,2017,an dea woon,"E3,F3,","F7,I10,J15,K6,H13,F16,","F18,",Feet follow hands,FALSE
AK 13,7A,40°,2017,Andriy Kolos,"E4,B6,","C7,A11,C12,E14,E17,","G18,C18,",Feet follow hands,FALSE
TRY ALES,7A,40°,2017,Corey Zee,"J4,G4,","I10,H11,J14,H6,G16,","F18,",Feet follow hands,FALSE
PROBLEM ON INSTA,7A,40°,2017,KH Wan,"I3,E3,","F8,I6,K10,I11,I12,E14,G15,","E18,",Feet follow hands,FALSE
ANNIVERSARY V6 #3,7A,40°,2017,Terry Chan,"E4,","F7,D9,G13,","F18,",Feet follow hands,FALSE
EEEEEEEEEE,7A,40°,2017,tom wright,"D5,","F10,D12,D14,A15,B7,","C18,",Feet follow hands,FALSE
FROM SCOTLAND WITH LOVE,7A,25°,2017,Eric,"E3,D4,","E6,B7,E11,A13,A15,B17,","E18,",Feet follow hands,FALSE
SINBUD,7A,40°,2017,James,"I4,F5,","K9,F13,C15,F10,","F18,",Feet follow hands,FALSE
WOOLLY BUGGER,7A,40°,2017,Bryant Noble,"E3,K4,","I7,E10,H12,D12,I13,G16,","J18,",Feet follow hands,FALSE
CRAB CAKE,7A,40°,2017,Bryant Noble,"E3,H5,","F6,I10,H11,G13,D12,F15,","D18,",Feet follow hands,FALSE
BARLA  E’ VENUTO,7A,40°,2017,Barla81,"H5,F4,","F10,G13,E14,","G18,",Feet follow hands,FALSE
BANANA STAND,7A,40°,2017,Matt Hlavacek,"G3,E3,","D8,F13,F10,H7,E16,","I18,",Feet follow hands,FALSE
4444,7A,40°,2017,dydtn01,"E4,","D11,A8,E14,G8,","D18,",Feet follow hands,FALSE
TONKOTSU,7A,40°,2017,Nomnomnom2,"D3,I6,","G8,E14,D11,F11,G15,","D18,",Feet follow hands,FALSE
BOCOLATE BIP BOOKIE,7A,40°,2017,P_schab,"K5,","G4,F4,K8,F10,F11,B13,F15,","D18,",Feet follow hands,FALSE
KICK IN THE DOOR,7A,40°,2017,Dan Stephenson,"F6,I3,","I9,F12,C15,","C18,",Feet follow hands,FALSE
CRISPY,7A,40°,2017,Dan Stephenson,"C4,","E8,D11,H13,E15,","H18,",Feet follow hands,FALSE
MAD MAN,7A,40°,2017,Flo Brand,"C4,","A10,H8,F12,F14,","J18,",Feet follow hands,FALSE
LAMBDA,7A,40°,2017,Flo Brand,"K5,","F12,K8,G14,A9,J11,","D18,",Feet follow hands,FALSE
WOODCHUCK CHUCKLE,7A,40°,2017,tom wright,"C4,","E8,B9,E12,D13,F17,","C18,",Feet follow hands,FALSE
MADHOUSE,7A,40°,2017,Nomnomnom2,"G6,H5,","C7,E11,F13,J14,","H18,",Feet follow hands,FALSE
DANMUZI,7A,40°,2017,Kimsoso,"C4,","B7,F10,D11,F14,F16,","G18,",Feet follow hands,FALSE
LEFTY RIGHTY,7A,40°,2017,Corey Zee,"K5,H2,","H6,J8,F10,F11,F14,I14,I16,","K18,",Feet follow hands,FALSE
BURDEN IN MY HAND,7A,40°,2017,Truls Tunes,"J4,","J8,E10,F11,A14,","A18,",Feet follow hands,FALSE
STARTING THE GAME,7A,40°,2017,Sebastien Laborie,"B6,C5,","A8,G10,F13,I16,","H18,",Feet follow hands,FALSE
COMMITMENT ISSUES,7A,40°,2017,Salvo,"E6,D1,","E8,A11,C8,B13,","D18,",Feet follow hands,FALSE
ALL THE NAMES ARE TAKEN,7A,40°,2017,Tmurf,"G4,I3,","I7,G9,I16,J11,F12,","F18,",Feet follow hands + screw ons,FALSE
JYOUNG_KO8888,7A,40°,2017,HoSeok Lee,"B6,C2,","A9,F11,C15,F16,","G18,",Feet follow hands,FALSE
GOD JYOUNG,7A,40°,2017,Donggyu Lee,"C4,","G7,G11,J14,","J18,",Feet follow hands,FALSE
LIGMA,7A,40°,2017,Unit,"B2,D6,","C10,E13,J16,","J18,",Feet follow hands,FALSE
QUMMIN QUALMS,7A,40°,2017,Sam,"G5,K5,","I11,I12,F13,H17,G17,K9,I1,","K18,",Feet follow hands,FALSE
BRING DA RUCKUS,7A,40°,2017,Riley Kenna,"E6,D1,","D16,H16,F12,G7,B8,","F18,",Feet follow hands,FALSE
BERLINER,7A,40°,2017,Tyler Kuest,"C4,","C10,H10,H15,","J18,",Feet follow hands,FALSE
THE DYNAMIC BEAN,7A,40°,2017,Tyler Kuest,"A5,E3,","D9,B13,","B18,",Feet follow hands,FALSE
TYCET,7A,40°,2017,Tyler Kuest,"H4,F5,","I8,H11,F11,E14,","F18,",Feet follow hands,FALSE
ZAM,7A,40°,2017,Alex,"J4,J6,","K8,H10,H14,K16,","J18,",Feet follow hands,FALSE
TOEHOOK,7A,40°,2017,宋老爹,"A5,","F10,F11,B11,E14,C15,F7,","D18,",Feet follow hands,FALSE
RED SNAPPER,7A,40°,2017,Bryant Noble,"A6,E3,","D10,E10,A12,A14,A17,","B18,",Feet follow hands,FALSE
MOVING HORIZON,7A,40°,2017,guido_sanchez,"B6,A4,","G8,F11,J13,G16,H17,","D18,",Feet follow hands,FALSE
THIS SICK BEAT,7A,40°,2017,Matt Hlavacek,"D2,F6,","D9,G11,F14,J15,B7,","H18,",Feet follow hands,FALSE
STRALIAN DREAM,7A,40°,2017,Thara,"A5,E3,","I16,J13,J8,E11,F10,H12,B8,","J18,",Feet follow hands,FALSE
BLACKBEARD’S DELIGHT,7A,40°,2017,Thara,"D5,E4,","G10,H11,K13,K9,G13,","F18,",Feet follow hands,FALSE
07232018-3,7A,40°,2017,Kyqueener,"D5,F3,","G10,B10,E14,C17,","F18,",Feet follow hands,FALSE
07232018-2,7A,40°,2017,Kyqueener,"D5,F3,","G10,B10,D15,C17,","F18,",Feet follow hands + screw ons,FALSE
WOOD BEAR HUG (LEFT),7A,25°,2017,e.piff,"E5,B5,","E9,K10,J12,E15,J15,","I18,",Feet follow hands,FALSE
WOOD BEAR HUG (RIGHT),7A,25°,2017,e.piff,"J5,G5,","G9,A10,B15,B12,G15,","C18,",Feet follow hands,FALSE
STRAIGHT UP!?,7A,25°,2017,e.piff,"C3,C5,","C8,C11,C15,","C18,",Feet follow hands,FALSE
SQUATZILLA,7A,40°,2017,Kyle Fisher,"D5,A5,","C10,F15,","F18,",Feet follow hands,FALSE
GIFT FROM STEVE,7A,40°,2017,Thara,"A5,A2,","A11,A14,A17,A8,","E18,",Feet follow hands,FALSE
CLATCH,7A,40°,2017,nick,"G4,K3,","I5,E10,G13,","F18,",Feet follow hands,FALSE
LUCKY 7,7A,40°,2017,Mick,"C4,F5,","B8,E11,B14,E16,","F18,",Feet follow hands,FALSE
LITTLE PUMP,7A,40°,2017,Philpipy,"I4,F1,","D6,C7,E11,C15,E14,F4,D11,","B18,",Feet follow hands,FALSE
A HOT DAY,7A,40°,2017,Kinta,"K5,","J8,J10,K12,H15,G16,","D18,",Feet follow hands,FALSE
GO CHOO,7A,40°,2017,hyobong an,"H4,I6,","H10,J15,E15,","G18,",Feet follow hands,FALSE
KO ⭐️,7A,40°,2017,Donggyu Lee,"C4,","F10,C12,E14,C7,C17,","H18,",Feet follow hands,FALSE
AWFUL FALAFEL,7A,40°,2017,Rock Box,"I3,F6,","J9,H11,H15,D10,E17,","B18,",Feet follow hands,FALSE
HI AT,7A,40°,2017,Ivan Shakun,"D5,I6,","E12,G12,E9,I9,D15,","C18,",Feet follow hands,FALSE
CORTEX VORTEX,7A,40°,2017,Armn’hammer,"A4,A6,","G8,G11,E13,","B18,",Feet follow hands,FALSE
ING,7A,40°,2017,Nicholas Sarikavazis,"I2,J3,","H8,G7,G13,A14,","A18,",Feet follow hands,FALSE
GROW SOME WINGS :D,7A,40°,2017,gash nooge,"F5,","E9,G9,G13,D2,","F18,",Feet follow hands,FALSE
TELLTALE,7A,40°,2017,Sam,"I6,E3,","D17,B13,H10,E7,D1,D16,","I18,",Feet follow hands + screw ons,FALSE
INHERITANCE,7A,40°,2017,justclimbing,"D5,D6,","C8,F10,D11,B11,C15,F16,F17,C3,D1,E14,","H18,",Feet follow hands,FALSE
ANNIVERSARY V6 #2,7A,40°,2017,Terry Chan,"E4,","I5,H9,J13,G13,","G18,",Feet follow hands,FALSE
ANNIVERSARY V6 #1,7A,40°,2017,Terry Chan,"I3,I6,","J13,G16,F8,","K18,",Feet follow hands,FALSE
YONGJUN3,7A,40°,2017,jun,"B3,","A7,D9,H11,J14,F15,","B18,",Feet follow hands,FALSE
JUMPIN JOHNNY,7A,40°,2017,Jeremy Penman,"I2,H5,","H10,J14,I15,J7,","H18,",Feet follow hands,FALSE
SEVEN A?!,7A,40°,2017,Federico.17,"B4,","C7,D8,G10,H11,J13,G16,K9,","F18,",Feet follow hands,FALSE
OVERCORRECTION,7A,40°,2017,justclimbing,"F4,K3,","J7,I5,H8,F11,F13,G16,D15,F16,","H18,",Feet follow hands,FALSE
BROKEBACK OLLIE,7A,40°,2017,Dan Stephenson,"E4,I4,","D12,J13,G10,K8,G16,H17,","D18,",Feet follow hands,FALSE
BWITCH,7A,40°,2017,James,"D6,G5,","F10,C14,","G18,",Feet follow hands,FALSE
CORK POWER,7A,40°,2017,Philip Duke,"I5,D5,","G8,C9,G13,C15,F16,","D18,",Feet follow hands,FALSE
HEAVY FATIGUE,7A,40°,2017,Kyle Fisher,"F3,D5,","H9,H12,K14,K6,G16,","F18,",Feet follow hands,FALSE
667,7A,40°,2017,Nicholas Sarikavazis,"A5,","G7,H10,J16,C16,","B18,",Feet follow hands,FALSE
SLIPSTREAM,7A,40°,2017,Tyler Hamilton,"D5,","F9,F10,H14,G16,","F18,",Feet follow hands,FALSE
1000 YEARS,7A,40°,2017,Mia,"J6,H6,","I8,H11,H14,H15,","H18,I18,",Feet follow hands,FALSE
RED MOON JUMP,7A,40°,2017,Angela,"D4,G2,","H8,E13,","B18,",Feet follow hands,FALSE
GNACKWATSCHN,7A,40°,2017,GehtSchoKlemm,"B4,F6,","G7,H9,K13,G16,I12,","F18,",Feet follow hands,FALSE
HUCK IT,7A,40°,2017,Birdy,"D3,F3,","F12,C7,J14,G16,","I18,",Feet follow hands + screw ons,FALSE
DEAD POINT CHALLENGE 3,7A,40°,2017,Sam wise,"F5,","H10,C13,G15,F17,","B18,",Feet follow hands,FALSE
JESSIR,7A,40°,2017,gilio,"B4,","E8,D11,G13,F16,","H18,",Feet follow hands,FALSE
MONDAY MORNING,7A,40°,2017,Mateo Guitard,"F4,I4,","D9,F11,F13,G8,H15,","H18,",Feet follow hands,FALSE
PURE GOLD,7A,40°,2017,Ben Burkhalter,"A5,","C10,G17,G14,","K18,",Feet follow hands,FALSE
ABZURD,7A,40°,2017,Nicolas Brassard,"H5,C5,","F9,C10,D15,H16,H9,E16,","H18,",Feet follow hands,FALSE
CAPTION HOOK?,7A,40°,2017,cliffers86,"F5,","H10,D12,G16,H14,","J18,",Feet follow hands,FALSE
CANICLIMBTHISBAWLDER,7A,40°,2017,jurre veerman,"C4,","E8,D11,G13,G16,H6,","H18,",Feet follow hands,FALSE
NO SHELTER,7A,40°,2017,Gabriel Moch,"F6,","G12,C14,H16,H17,F7,","J18,",Feet follow hands,FALSE
HISASHI,7A,40°,2017,Kazuki Owaki,"D5,H4,","F10,A8,C12,F16,F17,","J18,",Feet follow hands,FALSE
HUNSIX,7A,40°,2017,Donggyu Lee,"K4,H5,","I10,E12,D15,C17,","H18,",Feet follow hands,FALSE
WAITING FOR WEEKEND,7A,40°,2017,Terry Chan,"G5,K6,","H7,K10,G12,F13,B14,D17,G9,","D18,",Feet follow hands,FALSE
PINCH POWER,7A,40°,2017,darcejaeger,"J6,F6,","F5,I10,H11,J13,I16,","J18,",Feet follow hands,FALSE
SNAPS,7A,40°,2017,Sam,"G6,K5,","F10,A11,B14,D17,D16,","G18,",Feet follow hands,FALSE
HOT SUMMER,7A,40°,2017,flo wientjes,"A5,","E7,H9,K11,J15,K16,","F18,",Feet follow hands,FALSE
J,7A,40°,2017,redflavor,"G6,","E7,D8,B11,G13,","D18,",Feet follow hands,FALSE
STRAIGHT SAVAGE,7A,40°,2017,Salvo,"D5,H1,","I16,G13,J10,J3,C11,I8,","G18,",Feet follow hands,FALSE
22DAYS TILL FONT,7A,40°,2017,waitforit,"H5,J2,","K9,G11,F13,C8,C15,","F18,",Feet follow hands + screw ons,FALSE
MY! SANDWICH!,7A,40°,2017,waitforit,"E2,H6,","F10,E7,E12,I14,H14,","J18,",Feet follow hands,FALSE
WHITE CRIME,7A,40°,2017,Sam,"E3,F4,","D9,E14,G8,C17,","F18,",Feet follow hands,FALSE
MY FAVORITE WINE,7A,40°,2017,Dmitry Stepin,"A4,D2,","F6,D10,H12,F15,","E18,",Feet follow hands,FALSE
RYANN,7A,40°,2017,ryan,"F5,","E9,G14,G12,K14,","I18,",Feet follow hands,FALSE
78704,7A,40°,2017,DingusMcGoob,"G4,I4,","F7,I10,G14,H17,","E18,",Footless + kickboard,FALSE
COMPLACENT,7A,40°,2017,Tyler Kuest,"D5,I6,","F10,F11,H14,I16,","K18,",Feet follow hands,FALSE
KAWAMURA,7A,40°,2017,Kazuki Owaki,"J4,K3,","G6,G8,I11,F13,F16,A16,","C18,",Feet follow hands,FALSE
OR GO HOME,7A,25°,2017,RW Boulder,"K5,F4,","J8,K12,H12,","H18,",Feet follow hands,FALSE
MIND YOUR SHOULDER,7A,40°,2017,Fergus’s,"I5,E4,","D8,I9,C13,","I18,",Feet follow hands,FALSE
LITTLE SQUEAK,7A,40°,2017,Coops,"J4,G3,","G8,E9,F13,D16,","H18,",Feet follow hands,FALSE
DONGLEDONGLE,7A,40°,2017,Sol Sa,"B3,B4,","B8,G7,G11,J14,F16,E17,","B18,",Feet follow hands,FALSE
UNIEYEBROW,7A,40°,2017,Bada,"D4,","H8,E13,","H18,",Feet follow hands,FALSE
MY REVENGE,7A,40°,2017,darcejaeger,"D4,F6,","B7,C8,A9,E11,F12,K13,I16,","J18,",Feet follow hands,FALSE
KUNG FU,7A,40°,2017,Terry Chan,"H3,D4,","F13,E17,D9,G7,C12,","H18,",Feet follow hands,FALSE
JUST DO IT OR EAT DUST,7A,40°,2017,Nomad bouldering gym,"C2,F5,","F7,C9,F11,D13,I11,G15,D16,","G18,",Feet follow hands,FALSE
SPIFFY\u0027S LITTLE PROJECT,7A,40°,2017,sean shadle,"H2,D5,","G7,C10,F12,C15,","F18,",Feet follow hands + screw ons,FALSE
NO NAME 1,7A,40°,2017,Salvo,"B2,F5,","B8,G10,F12,H14,F7,F11,","H18,",Feet follow hands,FALSE
FULL SEND,7A,40°,2017,Salvo,"H1,D5,","H6,G8,F12,H15,D3,J10,","F18,",Feet follow hands + screw ons,FALSE
TURING TEST,7A,40°,2017,Chris,"K5,G3,","H9,J10,F13,I13,G16,","I18,",Feet follow hands + screw ons,FALSE
OCTOPUS,7A,40°,2017,yuchizima,"D5,H6,","D10,B13,","D18,",Feet follow hands,FALSE
A PINODA,7A,40°,2017,yuchizima,"E4,H3,","G6,J8,I10,G13,","D18,",Feet follow hands,FALSE
"RED, WHITE, AND BLACK",7A,40°,2017,Matt Hutchins,"F4,","E7,I10,H12,K15,I16,","F18,",Feet follow hands,FALSE
TOUGH LOVE FOR JONTY,7A,40°,2017,Sam,"E3,G2,","G7,B8,E11,C13,","F18,",Feet follow hands,FALSE
PETER VS HOOK,7A,40°,2017,darcejaeger,"D5,H5,","K11,F13,H12,I15,I16,G10,J17,","K18,",Feet follow hands,FALSE
WHY?,7A,40°,2017,Austin hoyt,"D5,E5,","B8,G8,G10,B10,G12,B12,G14,B14,G16,B16,","G18,B18,",Feet follow hands,FALSE
SO MUCH SO LITTLE,7A,40°,2017,Sam,"G6,E3,","D11,B8,K13,J8,I11,J16,","K18,G18,",Feet follow hands,FALSE
CROSSING OVER,7A,25°,2017,Spurrelli,"F5,","H10,I16,D9,","E18,",Feet follow hands,FALSE
LOCKED N LOADED,7A,25°,2017,Spurrelli,"B2,F5,","H9,K5,K13,G17,","J18,",Feet follow hands + screw ons,FALSE
RADIO FLYER,7A,25°,2017,Spurrelli,"B2,F4,","C8,A9,G14,","A18,",Feet follow hands,FALSE
LES PINCHES,7A,40°,2017,Ben Jensen,"D5,F3,","G10,B10,E1,E14,D17,","H18,",Feet follow hands,FALSE
KASPER 2,7A,40°,2017,Ryan ABC,"E3,H5,","F8,I8,H11,H14,H15,G16,H12,","J18,",Feet follow hands,FALSE
BOOPED,7A,40°,2017,Jimi Sebree,"H5,","C4,C8,A11,D15,","A18,",Feet follow hands,FALSE
REEEEEEACH,7A,40°,2017,Jimi Sebree,"A6,","A11,E14,","B18,",Feet follow hands,FALSE
PROJEKT,7A,40°,2017,lynx_finch,"G5,E5,","D7,C6,A10,G12,E15,H16,D10,","H18,",Feet follow hands,FALSE
HOW HIGH CAN YOU THROW,7A,25°,2017,Christy,"H6,J3,","I10,D11,F13,E7,","B18,",Feet follow hands,FALSE
NO PROBLEM,7A,25°,2017,Spurrelli,"F4,I5,","J4,H9,K13,F14,","J18,",Feet follow hands,FALSE
LITTLE DIPPER,7A,25°,2017,Spurrelli,"J4,F6,","G14,E17,G1,I10,","A18,",Feet follow hands,FALSE
RAZER GRAZER,7A,40°,2017,Thanh Ha,"K5,H6,","H9,F13,F10,I15,","H18,",Feet follow hands + screw ons,FALSE
KILLER CROSS,7A,40°,2017,Thanh Ha,"J6,H4,","G10,D12,H14,G16,","K18,",Feet follow hands,FALSE
EASY LEFT BLASTER,7A,40°,2017,Paul Gennaro,"E6,F5,","C10,E14,","D18,",Feet follow hands,FALSE
DONT TOUCH ME IM FAMOUS,7A,25°,2017,elder,"D5,E6,","C4,D11,G13,H15,","J18,",Feet follow hands,FALSE
REDEEM (NO MATCHING),7A,40°,2017,Devin Ashcraft,"D4,H5,","F9,G13,H15,","K18,",Feet follow hands,FALSE
GUTS AND BALLS,7A,40°,2017,Ben Strobel,"I2,G6,","H9,D11,F16,J13,","K18,",Feet follow hands,FALSE
DON’T TOUCH ME I’M FAMOUS,7A,40°,2017,Lizzy513,"E6,D5,","C4,D11,G13,H15,","J18,",Feet follow hands,FALSE
PHENO-1,7A,40°,2017,Alex Arroyo,"H4,G3,","F7,F10,H17,F13,","D18,",Feet follow hands,FALSE
MINI PROJ FOR SARA,7A,40°,2017,Tash Zielinski,"K1,J4,","G6,G9,D11,F14,C15,","F18,",Feet follow hands,FALSE
MIGHT MAKES RIGHT,7A,40°,2017,Matt Hlavacek,"D3,G4,","E7,I11,I14,K15,","K18,",Feet follow hands + screw ons,FALSE
TIC-TOC,7A,40°,2017,Asja,"K4,","G6,G8,C9,C4,D12,G15,E15,","I18,",Feet follow hands,FALSE
JUMP 1234,7A,40°,2017,tream,"F2,","I7,D9,G13,","H18,",Feet follow hands,FALSE
WOODSTOCK,7A,40°,2017,Luc Skywalker,"I6,","H7,K10,I11,J12,H13,J15,H16,","I18,",Feet follow hands,FALSE
SHOW TIME(PIX),7A,40°,2017,unhyeong kim,"E3,I5,","E9,F12,I14,I16,","K18,",Feet follow hands,FALSE
SHOW TIME,7A,40°,2017,unhyeong kim,"E3,I5,","E9,F12,I14,","K18,",Feet follow hands,FALSE
HAMSTER,7A,40°,2017,Sebastien Laborie,"I2,G4,","G8,G10,D12,B13,D15,","D18,",Feet follow hands,FALSE
WING IS BACK,7A,40°,2017,Nomad bouldering gym,"F5,","H9,G12,K10,K15,","I18,",Feet follow hands,FALSE
FERDA BOIS,7A,40°,2017,Sam,"J4,H2,","J7,F10,K14,","J18,",Feet follow hands,FALSE
DINKS FER FINKS,7A,40°,2017,Sam,"K3,G6,","D15,H14,G10,K9,J6,","F18,",Feet follow hands,FALSE
FATKNUCKLE,7A,40°,2017,waitforit,"H6,K5,","J8,F10,F13,D16,","H18,",Feet follow hands,FALSE
WAHOO FISH,7A,40°,2017,Chris Canela,"E3,D4,","F7,I10,H14,I14,","F18,",Feet follow hands,FALSE
SHE DITCH ME!!,7A,40°,2017,Az,"E1,I3,","F6,J9,B7,G11,E12,B14,F15,","E18,",Feet follow hands,FALSE
UNDER WHERE,7A,40°,2017,Matt Hlavacek,"J5,H6,","A16,D13,C12,E11,C8,G10,","C18,",Feet follow hands,FALSE
HOT BOYS,7A,25°,2017,Zeta,"K6,H6,","J9,F10,I15,G2,","E18,",Feet follow hands,FALSE
R3DRVM,7A,40°,2017,Nomad bouldering gym,"K4,E3,","E7,I10,H12,J14,E16,","E18,",Feet follow hands,FALSE
LETTUCE BEE,7A,40°,2017,Sam,"F6,I3,","J16,K14,I11,J8,F4,","K18,",Feet follow hands,FALSE
SARA MINI PROJ,7A,40°,2017,big momma,"K1,J4,","G6,G9,D11,E12,C15,","D18,",Feet follow hands,FALSE
LINEAR LINOLEUM,7A,40°,2017,Sam,"B4,C4,","K14,G14,G10,B10,B8,G5,","J18,",Feet follow hands,FALSE
SLIP N’ SLIDE,7A,40°,2017,DingusMcGoob,"G4,I4,","G8,B9,F13,F17,B14,","B18,",Feet follow hands,FALSE
#BASIC,7A,40°,2017,Jesse Firestone,"D5,G6,","C10,G13,","F18,",Feet follow hands + screw ons,FALSE
THE ULTIMATE UNDERCLING,7A,40°,2017,PE,"E4,H5,","D9,F12,G13,J16,C3,","H18,I18,",Feet follow hands,FALSE
CHARMED,7A,40°,2017,Chris,"J4,K5,","D17,H15,I8,F11,","C18,",Feet follow hands,FALSE
STRANGE,7A,40°,2017,Chris,"B4,C3,","E8,C10,F13,G17,","I18,",Feet follow hands,FALSE
NAME DROP,7A,40°,2017,Chris,"A5,C1,","F12,G8,H15,","D18,",Feet follow hands,FALSE
I HAD TO USE “I17”,7A,40°,2017,Iainglencoe,"F2,D4,","E8,B10,F12,G13,J13,J8,I17,","I18,",Feet follow hands,FALSE
COMDABITUD,7A,40°,2017,gilio,"F4,","D9,G6,G13,F16,","H18,",Feet follow hands,FALSE
AUFGESCHULTERT,7A,40°,2017,Knoppi,"A5,B4,","D2,E8,F8,H12,E14,D15,","A18,",Feet follow hands,FALSE
ERIK\u0027S PROBLEM,7A,40°,2017,Christopherjskim,"H5,G2,","K1,H9,H10,C16,B11,H12,","D18,",Feet follow hands,FALSE
KATIE\u0027S PROBLEM,7A,40°,2017,Christopherjskim,"H5,D2,","B10,C7,E10,F15,I13,C13,J8,A12,","K18,",Feet follow hands,FALSE
PRAISE BE,7A,40°,2017,Dan Stephenson,"D4,H3,","G7,D9,G12,C16,G15,","H18,",Feet follow hands,FALSE
GOODOSHER,7A,40°,2017,PRG,"A1,","K1,","K18,A18,",Feet follow hands,FALSE
HOSSI,7A,40°,2017,Knoppi,"D4,I3,","G8,E9,G11,H12,J14,G16,K6,","J18,",Feet follow hands,FALSE
CAMPUS FINISH,7A,40°,2017,Jack Hoagland,"K5,","K9,I12,J14,E13,D15,","A18,",Feet follow hands,FALSE
THE OLD LADDER,7A,40°,2017,Austin hoyt,"J4,","K8,I12,K14,","H18,",Feet follow hands,FALSE
KNIGHTS OF GASTONIA,7A,40°,2017,Ben Draper,"B4,D3,","G6,F10,F11,E14,G16,","D18,",Feet follow hands,FALSE
FOR YOUR HEALTH,7A,40°,2017,DingusMcGoob,"J1,G4,","I8,F12,H17,","F18,",Feet follow hands,FALSE
WACKY RACES,7A,40°,2017,Tomar chierici,"D5,F5,","B8,E8,F11,F13,I15,F16,","F18,",Feet follow hands,FALSE
EDU LANA,7A,40°,2017,edulana,"C4,","I6,H9,D8,D12,J14,F17,","J18,",Feet follow hands,FALSE
R.Y,7A,40°,2017,Sunny,"E6,G4,","B9,E14,E9,G12,H14,","H18,",Feet follow hands,FALSE
R•Y,7A,40°,2017,Sunny,"F5,","I9,D11,H13,F16,H16,","D18,",Feet follow hands,FALSE
CHEEKY BUMP,7A,40°,2017,Nomad bouldering gym,"D4,I3,","G8,E10,K6,H12,J14,G16,","J18,",Feet follow hands,FALSE
THE BLACK PROBLEM,7A,25°,2017,PE,"E4,F1,","G8,C10,G13,D3,H17,","F18,",Feet follow hands,FALSE
SNAKE TOM,7A,40°,2017,Shed,"C4,A3,","B8,G13,G16,F5,K1,","J18,",Feet follow hands,FALSE
D A T (HARDER),7A,40°,2017,Corey Zee,"D4,I2,","I6,F6,I9,C9,D11,A6,E14,C16,","F18,",Feet follow hands,FALSE
SLITHER,7A,40°,2017,Dan,"I2,E4,","D5,B8,D11,E14,I11,G17,E15,","K18,",Feet follow hands,FALSE
ACC,7A,25°,2017,Hannah Fraser,"C4,H4,","F10,I13,C8,D14,J10,","G18,",Feet follow hands,FALSE
WP9,7A,40°,2017,jasna hodzic,"C4,","B8,B7,F10,F13,F14,D16,","F18,",Feet follow hands,FALSE
